CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-01-01 00:00,Sector,137.842249628911,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-02-01 00:00,Sector,175.506175950725,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-03-01 00:00,Sector,198.308942418298,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-04-01 00:00,Sector,281.895652823514,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-05-01 00:00,Sector,265.446519597246,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-06-01 00:00,Sector,229.630472732318,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-07-01 00:00,Sector,219.498309346074,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-08-01 00:00,Sector,197.041447555302,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-09-01 00:00,Sector,181.324496833084,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-10-01 00:00,Sector,248.555699103412,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-11-01 00:00,Sector,209.298180939741,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2000-12-01 00:00,Sector,166.524351045538,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2001-01-01 00:00,Sector,140.462530390596,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2001-02-01 00:00,Sector,129.573437626035,Preliminar
15015050,AEROPUERTO SIMÓN BOLÍVAR - AUT [15015050],DIR VIENTO,Dirección vectorial del viento media mensual,2001-03-01 00:00,Sector,117.326042955573,Preliminar
